RESULTADO	PROGRAMA	CLASIFICACION	NPERSONAS	NIVELEDUC	OCUPADO	HOMBRE
.12240325	1	2	5	5	1	1
1.7850697	1	2	5	6	1	1
.2926248	1	2	5	13	0	1
.34249914	0	-6	6	0	1	0
.14302136	1	3	6	14	0	1
.57656932	1	2	6	14	0	0
.86090636	1	4	6	15	0	0
.3884103	1	4	7	9	1	1
.60817415	0	-1	8	7	1	0
.24077104	1	4	8	11	1	0
-.20439892	0	-10	12	4	0	0
-.48465535	0	-5	6	0	1	0
.58130646	1	2	5	5	1	0
-.74830502	0	-7	8	0	1	0
1.0279131	0	-1	5	3	1	1
.16275643	0	-5	6	0	1	1
.2246097	0	-6	6	0	1	0
.2091326	1	4	4	3	1	0
.29955503	0	-1	4	0	1	1
.20262229	0	-1	4	1	1	0
.40165406	0	-3	4	5	0	0
-.95127892	1	1	5	4	1	0
.30896172	1	4	5	5	1	1
-1.0435401	0	-6	7	0	1	0
-.57542169	0	-6	8	1	1	1
.036421299	0	-7	8	2	1	0
-.096879289	0	-9	9	1	1	0
.067288607	0	-9	10	0	1	0
-.60920262	0	-4	6	1	1	0
1.3024354	0	-1	6	4	1	0
.26696572	0	-3	8	5	1	1
.15519963	0	-3	8	5	1	1
-.20148349	0	-9	11	4	1	1
-1.3060726	1	0	5	11	0	0
.1124038	0	-4	4	3	0	0
1.6600358	1	4	4	11	0	1
.30919725	0	-2	5	8	0	1
.31507003	1	0	5	11	0	0
-.22535014	0	-5	6	0	1	0
.27657384	0	-6	7	2	1	0
.56182957	0	-6	7	2	1	0
.2508851	0	-6	7	2	1	0
.23938915	0	-9	12	11	0	1
.049853772	0	-5	5	5	0	0
.2955364	0	-4	9	5	1	1
1.542919	1	0	3	7	0	0
.78966486	0	-1	4	0	1	1
.23251249	0	-5	4	3	0	1
.12921172	0	-5	4	3	0	0
.37317455	0	-4	5	0	1	0
-.0096650664	0	-3	5	0	1	0
.12629654	0	-7	5	2	0	1
.0697826	0	-1	5	4	1	0
.21358074	0	-9	6	0	0	1
.26766664	1	1	6	5	1	1
.45902044	0	-1	6	11	0	1
.17876065	0	-7	7	5	0	0
.50524485	0	-7	7	5	0	0
1.5015824	0	-8	8	0	1	0
-.27154142	0	-7	10	3	1	1
.27582344	0	-8	4	0	0	1
.49273372	1	3	5	5	1	1
-.59945464	0	-4	3	3	0	0
.49040753	1	4	4	11	0	0
1.9919817	1	4	6	7	1	0
-.96742731	0	-9	8	5	0	1
-.0494873	0	-3	8	5	1	0
.58468962	0	-1	4	0	1	1
.32534182	0	-2	5	3	1	1
2.709898	1	0	4	10	0	0
.61218476	1	2	4	11	0	1
-.30831376	0	-3	7	3	1	1
.53632355	1	0	3	0	1	0
.2255571	0	-2	3	5	0	0
.91344965	1	2	4	11	0	0
.50603515	1	4	4	11	0	1
-.027094889	0	-9	5	0	0	1
.027498264	0	-9	5	0	0	1
1.1210382	0	-1	5	2	1	0
.16743879	0	-6	5	5	0	1
.38510016	1	2	5	5	1	0
.22495534	0	-2	6	2	1	0
.25017738	0	-2	6	3	1	1
-.13341936	0	-2	6	3	1	1
1.1948872	0	-3	6	3	1	0
.026482526	1	1	6	5	1	1
.34803194	0	-1	4	0	1	0
.17627759	0	-2	7	5	1	1
-.11762904	0	-10	12	2	0	0
.25530365	0	-3	5	7	0	0
.2651515	0	-1	5	3	1	0
-.10989021	0	-9	5	1	0	0
.45610175	0	-3	4	4	0	0
.52642345	1	5	4	11	0	1
.42936102	0	-2	7	5	1	1
.29236266	0	-4	8	3	1	0
-.11790746	0	-7	9	4	1	0
1.2141042	0	-1	5	3	1	1
1.8499956	0	-2	6	2	1	1
-.21925065	0	-1	4	0	1	0
.26045692	0	-2	4	0	1	1
-.35107881	0	-8	6	3	0	1
-.207381	0	-8	10	2	1	0
.72025132	0	-9	6	1	0	0
.60687637	1	6	2	8	0	0
.082531743	1	7	2	8	0	1
.80716801	1	8	2	9	0	0
.78416961	1	8	3	10	0	0
.80810958	1	8	3	10	0	0
.5948773	1	7	3	11	0	1
1.8867574	1	6	3	11	0	1
1.3045357	1	6	3	11	0	0
.55390483	1	8	3	11	0	1
.78711087	1	7	3	11	0	1
.78814757	1	8	3	11	0	1
.76231074	1	7	3	11	0	1
-.15136471	1	2	4	4	1	0
.070472069	0	-3	4	5	0	0
.11774883	0	-3	4	5	0	1
1.215239	1	8	4	5	1	1
1.3792201	1	6	4	5	1	1
1.3483895	1	7	4	5	1	1
.96571344	1	7	4	5	1	1
.73458368	1	8	4	5	1	0
.60743147	1	9	4	5	1	0
1.5453982	1	8	4	5	1	0
.58290845	1	6	4	12	0	1
.24336097	0	-1	5	2	1	0
-.077832654	0	-4	5	7	0	1
.72195113	1	8	5	7	1	1
.6101191	1	8	5	7	1	1
.82068175	1	9	6	8	1	1
.80586755	1	8	6	9	1	0
.67542136	1	8	6	9	1	0
.72621113	1	6	6	9	1	1
.91496527	0	-7	7	0	1	1
-.27751285	1	7	7	11	1	0
.17270188	0	-3	8	5	1	0
.01171148	0	-4	9	7	1	1
.0048875744	0	-8	10	3	1	1
1.6371334	0	-1	5	3	1	1
-.33007148	0	-7	6	3	0	1
.71192247	1	4	4	4	1	0
1.6594793	1	8	4	5	1	1
.13187036	0	-1	5	3	1	0
-.064128883	0	-5	7	1	1	0
.8337298	0	-2	7	4	1	0
.11579285	0	-1	8	7	1	1
.58522224	1	2	8	11	1	1
.40005532	1	0	6	5	1	1
-.071739651	0	-9	10	0	1	1
.68637854	0	-5	8	3	1	0
-.11834198	0	-9	6	1	0	1
.26184842	1	4	4	3	1	0
1.8180732	1	2	4	3	1	1
.19736019	1	4	4	11	0	0
-.073363252	0	-4	5	5	0	1
.41531578	1	2	5	5	1	1
.28371084	1	2	5	5	1	1
.51275671	1	5	5	5	1	1
.70859677	1	4	5	5	1	0
2.2727189	1	8	6	8	1	1
1.1312847	1	0	7	7	1	1
-.00049317564	0	-9	9	0	1	0
.059010252	0	-7	9	2	1	0
.86146188	0	-3	6	2	1	0
1.4506346	0	-2	6	3	1	1
.38466737	0	-8	8	0	1	1
.6682111	1	8	2	9	0	1
.24001589	0	-3	4	5	0	1
.24289288	0	-3	5	6	0	1
.024777045	0	-8	6	2	0	0
.089026667	0	-3	6	3	1	0
.15630946	0	-5	7	2	1	1
.43697304	0	-3	8	5	1	1
.51849747	0	-3	6	8	0	1
.63923931	0	-3	8	5	1	1
.28043485	0	-3	4	5	0	0
-.11535411	0	-4	5	6	0	0
.29968309	0	-3	5	7	0	1
-.099596694	0	-9	11	2	1	0
3.079597	1	7	2	8	0	0
.4269686	0	-1	3	0	1	0
-.067231633	1	0	3	0	1	0
1.1017537	1	0	3	0	1	1
-.11321716	1	3	4	4	1	0
-.12825057	0	-3	4	5	0	1
.31931087	0	-3	4	5	0	0
1.0489625	1	0	4	9	0	1
.78500897	1	1	4	9	0	1
.028323619	0	-7	5	4	0	1
.75971323	0	-1	5	4	1	0
.50639254	1	2	5	6	1	0
.14662981	0	-3	5	7	0	0
.69870889	1	0	5	11	0	0
.81235176	1	8	5	14	0	1
.26821658	0	-3	6	3	1	1
-.085626543	0	-7	6	5	0	1
.66073817	0	-1	6	5	1	0
.33534381	0	-1	6	5	1	0
.43383199	0	-1	6	5	1	1
.035684969	0	-1	6	5	1	1
.55269194	1	0	6	5	1	1
.21887963	0	-1	6	5	1	1
.40396604	1	0	7	7	1	0
1.4691877	1	5	7	9	1	0
.28091058	0	-7	8	7	0	1
.47997105	0	-1	8	8	1	1
-.64918584	0	-10	9	3	0	0
-.19126341	0	-9	9	5	0	0
-.48825029	0	-7	7	0	1	0
.43513781	1	4	5	6	1	0
.50325173	0	-1	5	3	1	1
.6153717	1	7	4	5	1	0
.3201535	0	-3	5	7	0	1
.052660357	1	1	5	11	0	1
-.32413128	0	-3	8	5	1	0
.37745064	0	-3	9	7	1	1
-.051158939	0	-9	10	1	1	0
.068262741	0	-7	11	5	1	0
-.22289671	0	-7	10	3	1	1
-.35696501	0	-1	3	6	0	0
.78790176	1	8	3	11	0	0
1.6507416	0	-1	4	0	1	1
.049599513	0	-1	4	0	1	1
.46392775	0	-1	4	1	1	0
-.17665888	1	0	4	2	1	1
.40037408	1	6	4	5	1	1
1.2545744	0	-1	4	7	0	0
.038744681	0	-7	5	2	0	1
.0071197292	0	-7	5	2	0	0
1.3483601	0	-5	5	5	0	1
.14188887	1	2	5	6	1	1
.44090217	1	6	5	7	1	0
.41906562	0	-1	6	4	1	0
.60049415	1	0	6	6	1	0
.55006057	0	-1	6	11	0	0
-.075993113	0	-7	7	5	0	0
.73997629	0	-1	7	6	1	1
.092378356	0	-4	9	14	0	1
-1.1476498	0	-1	6	4	1	1
-.23433958	0	-9	6	0	0	0
1.8537685	0	-7	7	0	1	0
.35492104	0	-1	4	0	1	0
.37272194	1	2	4	3	1	1
.22643141	1	5	4	4	1	0
.88558584	0	-4	5	5	0	1
.61590344	1	4	5	5	1	0
.37115151	1	2	5	6	1	1
-.099013522	0	-2	6	3	1	1
.16615538	0	-7	6	5	0	0
.54671586	1	2	6	7	1	1
.073743008	1	2	6	7	1	0
.0025500346	0	-2	7	5	1	1
.11961548	1	4	8	10	1	0
-.15578005	0	-10	7	0	0	1
.15940073	0	-9	5	1	0	0
-.068134837	0	-9	7	3	0	0
.11633077	0	-5	5	5	0	1
.70762902	1	9	2	10	0	1
.64254534	1	11	3	5	1	1
1.6846414	1	9	3	5	1	0
.88824481	1	9	3	5	1	0
1.2247167	1	11	3	5	1	0
.34342325	0	-1	4	1	1	1
.67344558	1	2	4	3	1	1
.40258542	0	-4	4	5	0	1
.74989623	1	9	4	6	1	1
.74735469	1	10	4	6	1	0
.71860969	1	9	4	6	1	1
.72551358	1	9	4	7	1	0
1.0174634	1	11	4	7	1	1
.072260797	0	-3	5	0	1	0
-.16657504	0	-9	6	2	0	1
.44773903	0	-2	6	2	1	1
-.086758465	0	-2	6	2	1	0
-1.0288959	0	-2	6	3	1	0
.080743864	0	-7	6	5	0	0
1.3777217	0	-1	6	5	1	0
.1631362	0	-3	7	3	1	1
.30108705	0	-2	7	4	1	1
1.7132827	0	-2	7	4	1	1
.17420602	0	-3	7	5	1	0
.56363219	0	-1	7	6	1	1
.45434901	1	0	7	8	1	0
-.77625966	0	-6	8	3	1	0
-.35779777	0	-8	10	3	1	1
.26578456	0	-3	7	3	1	1
.18510367	0	-9	6	0	0	1
.36310983	1	6	3	11	0	1
.076820761	0	-9	6	1	0	1
.47763416	0	-3	6	1	1	0
-.38348874	0	-2	6	3	1	1
-.078932628	0	-7	3	0	0	1
.61177188	1	0	4	2	1	0
.26628026	1	8	4	5	1	1
.17848668	0	-1	5	2	1	0
.37054658	0	-3	7	3	1	0
.056034997	0	-7	8	0	1	1
-.039863046	0	-3	8	5	1	0
-.22623728	0	-9	13	4	1	0
.99383491	0	-2	6	3	1	1
.31110558	0	-4	9	5	1	0
.41338784	1	8	3	3	1	0
.95060205	1	2	3	9	0	0
1.3442507	1	4	4	3	1	1
1.4713616	0	-4	4	5	0	1
-.25031808	1	8	4	5	1	1
.71438044	1	8	4	5	1	1
.52144819	0	-2	5	0	1	1
.37338108	1	9	5	8	1	0
.93200946	0	-3	6	8	0	1
-.188437	0	-7	7	0	1	0
.069714449	0	-1	7	6	1	0
.68167341	0	-4	9	5	1	0
.40905085	0	-1	11	13	1	0
.54693484	0	-2	3	5	0	0
.71368706	0	-1	5	2	1	0
.064915061	0	-1	5	3	1	1
.12973145	0	-1	5	3	1	0
.54510325	1	0	4	2	1	1
.34207475	0	-2	5	0	1	1
.055400781	0	-2	5	1	1	0
.6972912	0	-2	5	1	1	0
.15575993	0	-7	5	2	0	1
.62012553	0	-1	5	2	1	0
.38623273	0	-2	6	2	1	0
.049798738	0	-3	6	3	1	0
-.14517194	0	-2	7	4	1	1
-.10849056	0	-2	7	5	1	0
.38554859	0	-2	7	5	1	1
.39030117	0	-2	7	5	1	1
.88728905	0	-9	9	7	0	0
-.11079106	0	-10	11	5	0	1
.048042204	0	-3	5	0	1	0
-.20322581	0	-5	6	0	1	1
-.31566104	0	-10	13	3	1	1
.17014453	0	-9	8	6	0	0
.37505326	0	-1	6	4	1	0
.11585815	0	-3	10	8	1	0
.54284501	1	5	4	3	1	1
1.0870168	1	2	3	1	1	0
.1319298	1	2	3	2	1	1
.93989736	1	8	3	3	1	1
.51395738	0	-2	3	5	0	1
1.2137837	1	7	3	11	0	0
.38439941	1	0	4	2	1	1
.42076454	1	7	4	5	1	1
.85899073	1	8	4	5	1	0
-.095176838	1	6	4	5	1	1
.41810527	1	5	4	11	0	0
.75714421	0	-3	5	0	1	1
.63696575	0	-2	5	1	1	0
1.5089186	0	-1	5	3	1	0
.39152643	0	-1	5	3	1	0
.17700313	0	-1	5	4	1	1
.29403189	1	1	5	4	1	1
.73358715	1	0	5	4	1	0
.80915296	0	-4	5	5	0	1
.70029819	0	-4	5	5	0	0
.43964571	1	3	5	5	1	1
.42355323	1	5	5	5	1	1
.66262352	1	9	5	9	1	0
.35701615	1	0	5	11	0	0
.39594728	0	-2	6	2	1	1
.31267631	0	-2	6	3	1	0
.65922987	0	-4	7	1	1	0
.8362962	0	-2	7	5	1	1
.063636072	0	-5	7	8	0	1
.60259491	0	-4	8	3	1	1
-.27055189	0	-4	8	3	1	0
.24907215	0	-2	9	8	1	0
1.5998772	0	-2	6	3	1	0
-.12635076	0	-3	8	5	1	0
.37940305	1	11	3	4	1	1
.14529222	0	-3	5	0	1	1
.14324386	0	-3	5	0	1	1
-.1995268	0	-2	5	0	1	1
.084430844	0	-3	6	1	1	1
.37089437	0	-2	6	3	1	1
.34939727	1	1	6	6	1	0
.67303073	0	-2	7	5	1	0
-.53005713	0	-2	7	5	1	0
1.3608552	0	-9	9	7	0	1
.68250859	0	-2	4	0	1	0
.54945111	1	8	4	5	1	0
1.0444369	1	4	4	11	0	0
.61289555	1	2	5	5	1	1
.14810021	0	-8	7	5	0	1
.35774842	0	-1	3	0	1	0
1.2441642	1	0	3	8	0	1
1.3181664	0	-1	4	2	1	1
.60822481	1	0	4	2	1	0
.5796985	1	0	4	2	1	1
-.018979363	1	0	4	2	1	0
.38160989	1	2	4	3	1	0
.74597651	1	8	4	5	1	0
1.7455978	1	8	4	5	1	1
.82920086	1	9	4	7	1	1
.40018368	0	-1	5	2	1	1
.25348544	1	1	5	4	1	0
.43544406	1	2	5	5	1	1
.56654817	1	1	5	11	0	1
.44492772	1	0	6	5	1	1
.32933837	1	0	6	5	1	1
.2262802	1	0	6	5	1	1
-.69164437	1	0	6	5	1	1
.49457484	0	-1	6	6	1	1
.14698969	1	1	7	8	1	1
1.5529313	0	-2	7	11	0	0
-1.0788457	0	-10	8	1	0	0
-.36401498	0	-4	7	3	1	0
.42709053	0	-3	9	8	1	1
-.42055491	0	-9	11	4	1	0
-.52978253	0	-1	6	11	0	0
.38658255	0	-5	6	0	1	1
.10719483	0	-2	4	0	1	1
.86934	1	8	2	2	1	1
.5115537	0	-1	4	0	1	1
2.0311687	1	8	4	5	1	0
.48537728	0	-1	6	4	1	1
-.29382375	0	-9	11	2	1	1
.233604	0	-1	5	2	1	0
.014379308	0	-8	14	10	1	1
.96200424	1	0	4	2	1	1
-.10381533	0	-4	3	3	0	0
.145768	1	11	2	3	1	1
2.5074015	1	9	2	3	1	1
.94207084	1	11	2	5	1	1
1.121322	1	12	2	11	0	0
3.5474958	1	11	2	11	0	1
1.4883387	1	11	2	11	0	0
1.2186481	1	11	2	11	0	1
.63423514	1	12	2	11	0	1
.92708999	1	11	2	11	0	0
.98849869	1	11	2	11	0	0
1.9088732	1	12	2	11	0	0
.97966909	1	12	2	11	0	1
.64285827	1	12	2	11	0	1
.86235744	1	12	2	11	0	0
1.8379791	1	11	2	11	0	1
.63948315	1	11	2	11	0	0
1.2604457	1	12	2	12	0	0
.98821539	1	12	2	12	0	1
.4026292	1	9	3	5	1	1
.39688015	1	12	3	6	1	0
1.2271502	1	12	3	6	1	0
.59331447	1	12	3	6	1	0
.44362688	0	-1	4	0	1	0
1.3440529	0	-1	4	0	1	1
.15240903	0	-1	4	0	1	1
.37871999	0	-1	4	1	1	0
-.69215614	0	-1	4	1	1	1
.4674204	0	-1	5	2	1	0
.46938658	0	-1	5	2	1	1
.23483616	0	-1	5	2	1	0
2.4085798	0	-2	5	2	1	0
1.0069097	0	-2	5	2	1	1
-.5374611	1	4	5	5	1	0
.44670281	1	4	5	5	1	1
-.93525976	1	3	5	5	1	0
.94877654	1	12	5	10	1	0
.33126181	1	11	5	10	1	0
.93010044	1	12	5	10	1	0
1.0643315	1	11	6	11	1	0
1.228793	1	12	6	11	1	0
1.0637426	1	12	6	11	1	1
.78534079	1	11	6	11	1	1
.39160472	1	11	6	11	1	1
-.83696949	0	-3	7	4	1	0
1.7613102	0	-1	7	6	1	1
.48829633	0	-1	7	6	1	1
-.052850351	0	-6	6	0	1	0
1.239712	1	7	7	11	1	1
.69549316	0	-2	10	11	1	1
.62010545	1	12	2	5	1	1
.32331654	1	4	2	0	1	0
.49302226	1	4	3	2	1	0
.37340322	1	0	5	11	0	0
.15069117	1	0	6	5	1	0
.95373636	1	4	6	7	1	0
.66072887	1	0	5	4	1	0
-.018887009	0	-9	10	0	1	0
.63713723	1	9	3	5	1	1
-.25114709	1	4	4	4	1	1
.27723101	1	6	4	5	1	1
.52811843	1	9	4	7	1	1
.38719258	0	-1	5	2	1	1
.12432478	0	-1	5	2	1	0
-.23619251	1	1	5	4	1	1
.74160379	0	-3	6	3	1	1
.47812164	0	-4	7	1	1	1
.22973959	0	-2	7	5	1	1
.69028461	0	-3	6	3	1	1
.19173165	0	-1	6	5	1	0
-.43458834	1	0	6	6	1	0
1.1406744	0	-1	4	1	1	1
.7815035	1	10	5	9	1	0
.22607978	0	-1	9	11	1	1
.28746131	0	-8	6	3	0	1
.55849427	1	11	2	11	0	0
.36861485	0	-1	4	1	1	1
1.0605749	1	11	4	8	1	0
-.19774015	0	-1	5	2	1	1
-.28478077	0	-2	6	2	1	0
1.2679634	1	0	6	5	1	1
.98109037	1	0	6	5	1	1
1.165246	1	0	6	6	1	0
.021218384	0	-3	7	5	1	1
-1.2386751	1	8	4	5	1	0
.68101043	0	-1	4	0	1	0
.59838063	0	-8	7	5	0	1
.80381292	0	-8	9	2	1	1
1.6769561	0	-1	4	0	1	0
.43240511	0	-1	5	2	1	0
.60683399	0	-1	5	2	1	0
1.3783731	0	-2	7	5	1	0
1.3141419	0	-2	5	1	1	0
.41514876	0	-2	7	5	1	1
.38658857	0	-8	8	0	1	0
.11484975	0	-3	3	3	0	1
.92008513	1	8	3	11	0	1
-.296942	1	6	3	11	0	0
-.16232729	0	-1	4	0	1	1
2.1866493	1	5	4	3	1	1
-.062748238	0	-3	4	5	0	1
.85049832	1	8	4	5	1	0
.79181123	1	6	4	5	1	1
.57060987	1	7	4	5	1	1
.10204683	1	9	4	5	1	0
.28958067	1	8	4	5	1	1
1.9712023	1	10	4	7	1	1
2.6555619	0	-1	5	2	1	1
1.2157578	0	-1	5	2	1	1
.53177053	0	-1	5	4	1	1
.87388891	0	-1	5	4	1	1
-.16505206	0	-5	5	5	0	1
1.286588	1	4	5	5	1	1
.24811491	1	2	5	5	1	0
.98113328	0	-3	5	7	0	0
.34585541	0	-1	5	10	0	1
.18309544	0	-3	6	2	1	1
-.12705074	0	-1	6	4	1	1
.50320512	1	6	6	9	1	0
2.0142109	0	-4	7	2	1	0
.39173734	0	-7	8	0	1	0
-.053464137	0	-10	11	4	0	0
-.1527262	0	-4	5	6	0	0
.061674334	0	-2	7	5	1	0
.54930389	1	2	8	11	1	1
.71946222	1	12	3	6	1	1
.42896393	0	-1	4	0	1	1
.5290975	0	-1	4	0	1	0
.54490823	0	-1	4	0	1	1
.2586928	1	7	4	5	1	0
.29838425	0	-1	5	2	1	0
1.0949659	0	-1	5	2	1	1
.13574217	0	-1	5	2	1	1
.18858492	0	-1	5	3	1	0
.125429	0	-3	7	5	1	0
.39736962	0	-10	10	2	0	1
.16286017	0	-1	6	4	1	0
-.085451983	0	-7	6	5	0	1
-.072326422	0	-5	6	0	1	0
.36278987	0	-1	6	4	1	0
.47566819	0	-1	6	4	1	0
1.3113271	0	-5	6	0	1	0
.53938186	1	3	2	0	1	0
.44574794	1	2	3	1	1	1
-.064013369	1	9	3	5	1	1
.84410417	1	12	3	6	1	0
.28960052	1	2	4	3	1	1
.90960956	1	4	4	4	1	0
1.3764888	0	-1	5	2	1	1
-.72791749	0	-6	5	5	0	1
.43463892	1	4	5	5	1	0
.71853083	1	5	5	5	1	1
-.26436239	1	2	5	5	1	1
-.79413503	1	2	5	5	1	1
.033677232	1	2	5	6	1	0
-.17496677	1	4	6	7	1	0
1.7737335	1	12	6	11	1	1
.21065769	0	-2	7	4	1	1
-.99774528	0	-3	8	5	1	0
.25953576	1	2	3	2	1	1
-.35099137	0	-1	5	3	1	0
.096070521	0	-8	7	5	0	1
.50151569	0	-2	5	0	1	0
.58187026	1	9	7	11	1	1
1.7206967	1	0	4	2	1	1
.48062885	0	-8	8	7	0	1
.70837706	1	0	3	0	1	1
-.09147545	1	11	3	5	1	0
7.9778061e-07	0	-2	5	0	1	1
.49876288	1	9	5	8	1	1
.30968595	0	-2	6	3	1	1
.0083381981	0	-2	6	3	1	0
.0249613	0	-2	6	3	1	1
1.5163953	0	-3	6	3	1	0
.49852571	0	-1	6	4	1	1
.18931976	0	-10	10	0	0	1
.19512354	0	-2	5	2	1	1
.16968986	0	-2	7	5	1	0
1.5649477	1	14	2	13	0	1
1.4892797	1	14	2	13	0	1
1.0941885	1	14	3	8	1	1
.93883425	1	14	3	8	1	1
.76956367	1	0	4	2	1	0
1.207626	1	13	4	9	1	0
-.15645337	0	-7	5	3	0	0
.79168558	1	0	5	3	1	1
.26370859	1	0	5	3	1	0
.72526598	1	0	5	4	1	0
.58146852	1	0	5	4	1	0
1.1267598	1	3	5	5	1	1
.20012057	1	2	5	5	1	1
1.1036488	1	14	5	11	1	1
-.12074254	0	-7	6	5	0	1
1.0061163	1	0	6	5	1	0
.52803463	1	0	6	5	1	1
-.098150291	1	0	6	5	1	0
.33598864	1	0	6	5	1	1
.18662457	1	0	6	5	1	1
.15516973	1	1	6	5	1	1
1.335904	0	-1	6	5	1	0
1.5950621	1	0	6	6	1	0
1.9648455	0	-6	7	0	1	1
.24457848	0	-2	7	5	1	0
.13093415	0	-8	8	5	0	1
-.10429136	0	-9	10	6	0	0
-.12713698	0	-9	10	6	0	0
-.13625184	0	-10	12	5	0	1
.036454454	0	-10	9	3	0	1
-2.0257971	0	-1	4	2	1	0
.48210824	1	3	2	7	0	1
-.28196934	1	8	4	5	1	0
.51261687	0	-4	6	6	0	1
-.21457413	0	-5	8	3	1	1
1.3425262	1	4	4	3	1	0
.12002711	1	0	4	2	1	0
1.3678701	1	13	5	11	1	1
.4384312	0	-2	7	5	1	0
.90844297	1	12	2	4	1	0
.45102093	1	11	3	6	1	1
.11288321	0	-1	4	0	1	1
.54952049	1	8	4	5	1	1
-.53059208	0	-1	4	8	0	1
.65561903	0	-2	5	1	1	0
.64725065	0	-1	5	2	1	0
.65387982	0	-1	5	9	0	1
.55455303	1	5	6	7	1	0
.034186136	0	-8	8	0	1	0
.5197562	1	2	8	10	1	0
-.26565903	0	-9	9	1	1	1
.54972446	0	-5	9	5	1	1
1.1060854	1	4	3	2	1	0
.29263297	1	2	5	5	1	0
.59415221	1	2	5	5	1	1
-.18827504	1	3	5	5	1	0
.28916454	0	-1	6	5	1	0
.58561349	1	5	3	1	1	0
.43857858	1	0	4	2	1	1
.54077011	1	1	5	3	1	1
.10211707	0	-4	6	0	1	0
-.38717785	0	-1	6	5	1	1
.6563313	1	0	6	5	1	0
.5383231	0	-1	6	5	1	1
.013667526	0	-4	7	1	1	0
.25913426	0	-1	7	6	1	1
.45970312	1	2	7	9	1	0
1.4583378	1	0	5	3	1	1
